"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
540,"T2","interview","eng","2019-08-27 19:32:33",89,87,2,93,1,82,2,"EGD","KGI","normal",1,1,1408,792,780,"USA_159",2,4,2,2,2,3,2,3,2,2,2,2,3,115,"2019-08-27 19:34:28",1,0,43,43,1,93,2,83,1,95,2,92,2,88,3,3,3,3,2,2,2,2,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,"509",3,1,"q",2,6,6,6,5,8,4,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
587,"T2","interview","eng","2019-09-03 17:28:48",82,26,2,63,2,63,2,"DEG","GIK","normal",1,1,1536,864,780,"USA_159",27,25,6,48,23,7,11,7,15,20,5,37,13,623,"2019-09-03 17:39:49",1,0,41,41,1,61,1,25,1,68,1,76,1,33,7,12,5,14,10,5,56,12,5,11,6,44,2,3,7,8,8,8,3,9,4,2,2,3,1,1,2,1,1,1,1,1,1,1,1,13,1,NA,1,NA,NA,12,23,30,46,62,24,26,7,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have not participated in studies before, but the materials seemed driven to the purpose of the study.","No","United States","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
588,"T2","interview","eng","2019-09-03 18:08:14",37,33,1,77,1,80,2,"DGE","GIK","swapped",1,1,1600,900,780,"USA_159",4,6,3,21,13,11,7,11,6,10,2,25,15,524,"2019-09-03 18:16:58",1,0,43,43,2,82,1,23,2,24,2,87,2,34,7,6,3,10,3,2,17,15,4,4,3,4,2,7,9,3,5,7,8,9,4,5,7,1,2,1,2,1,1,1,1,1,1,1,1,12,1,"9224",2,1,"1",7,17,24,146,51,22,13,9,6,17,"I personally do not have a high trust for people. I think that without knowing to much of each person's background (I am referencing each person that thought they had/found/saw something) unless I knew whether or not they were an architect or had an education in a specific field, you can only believe that what you have is genuine, because you don't know any better.","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I found them somewhat confusing and often times open ended.",NA,"United States","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
589,"T2","interview","eng","2019-09-03 18:52:54",1,1,2,101,2,101,2,"EDG","IGK","swapped",1,1,1440,900,780,"USA_159",22,57,4,27,17,4,9,7,18,14,3,67,11,763,"2019-09-03 19:05:37",1,0,41,41,2,101,2,4,2,101,2,101,2,1,10,11,4,5,8,2,75,8,6,4,3,4,2,2,9,9,2,9,1,9,8,3,4,9,1,1,2,1,1,1,1,1,1,1,1,15,1,NA,1,NA,NA,7,32,27,139,92,34,27,5,NA,NA,"I was a little bit confused on the question that had the option of ""good luck/bad luck."" I can't remember what the other option was, but I know that it didn't make sense to me in the context it was in. ","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think that it might have been identifying how word choice and perspective can change an individual's interpretation of a scenario. ","I thought they were very easy to read and understand. I felt like they were all very similar. ","I have not. ","United States of America","United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
590,"T2","interview","eng","2019-09-03 20:56:55",1,1,1,76,1,101,2,"DEG","IGK","swapped",1,1,1440,900,780,"USA_159",15,33,5,34,21,4,9,5,7,8,2,21,7,450,"2019-09-03 21:04:25",1,0,41,41,2,70,2,35,2,90,1,88,1,58,4,5,6,7,6,2,38,7,5,5,3,7,2,2,9,9,8,9,1,8,9,3,3,4,1,1,2,1,1,1,1,1,1,1,1,14,1,NA,1,NA,NA,8,16,15,35,68,23,12,7,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To see how people perceive what (or who) is right/wrong","Thought it would be boring, but the questions made a mundane task enjoyable.","No.","united states","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
591,"T2","interview","eng","2019-09-03 21:58:47",18,15,1,101,1,72,2,"GDE","IGK","normal",1,1,1440,900,780,"USA_159",5,4,51,41,22,104,32,5,10,20,7,85,17,674,"2019-09-03 22:15:14",1,0,43,43,1,83,1,88,2,1,2,101,2,15,5,7,11,9,13,56,33,8,4,6,4,39,2,1,9,7,8,9,2,4,9,1,7,9,2,1,2,1,1,1,1,1,1,1,1,13,1,"3234",3,1,"1 credit",14,22,42,36,65,18,66,8,22,96,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think the purpose of this study is to determine the factors that influence cognitive decision making. ","I think the materials were well thought out and were easy to understand. ","No I have not","United States","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
592,"T2","interview","eng","2019-09-03 22:36:59",8,31,1,71,1,76,2,"GDE","GIK","swapped",1,1,1280,800,780,"USA_159",17,35,7,52,18,5,10,7,7,7,6,32,9,514,"2019-09-03 22:48:23",1,0,43,43,2,66,2,30,2,95,1,68,1,18,3,7,4,7,7,3,20,5,3,6,4,4,2,2,2,9,9,3,4,9,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,12,1,"9545",3,1,"1",10,20,19,37,66,21,20,6,15,185,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whether or not people truly know something or if they just believe they know something.","It made me think and they were all very interesting scenarios.","No","United States","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
593,"T2","interview","eng","2019-09-03 23:33:55",1,1,2,64,2,38,2,"EGD","KIG","swapped",1,1,1366,768,780,"USA_159",17,18,4,16,14,11,14,5,7,6,3,30,5,404,"2019-09-03 23:40:39",1,0,41,41,2,80,2,34,2,1,2,101,2,69,3,5,3,7,5,2,29,5,5,9,3,5,2,4,8,9,9,9,1,9,8,3,3,9,1,1,2,1,1,1,1,1,1,1,1,17,1,NA,1,NA,NA,5,16,14,25,61,22,25,5,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To look for the effects of language on perception of various situations. ","They were well written and clear. ","No","United States of America","United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
594,"T2","interview","eng","2019-09-03 23:44:39",69,1,2,75,2,20,2,"GED","GIK","normal",1,1,1366,768,780,"USA_159",12,25,4,43,26,5,8,6,13,19,5,24,13,577,"2019-09-03 23:54:16",1,0,43,43,1,80,1,3,1,80,1,101,1,90,4,5,3,5,7,2,52,5,5,9,5,5,1,6,9,9,3,9,3,9,3,2,4,4,1,1,2,1,1,1,1,1,1,1,1,14,1,"6408",2,1,"not sure",5,22,21,28,76,21,13,5,11,65,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To understand how we perceive the correctness of assumptions when under unknown factors","It was easy to understand and felt repetitive yet I felt differently with each passage","No","United States","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
595,"T2","interview","eng","2019-09-04 00:07:10",100,1,1,101,1,97,2,"EGD","GKI","normal",1,1,1280,720,780,"USA_159",7,12,4,35,18,5,12,13,10,10,4,73,7,538,"2019-09-04 00:16:57",1,0,41,41,2,101,2,1,2,101,1,101,1,1,4,5,5,4,9,51,110,10,8,10,4,6,1,9,9,5,1,9,5,9,9,5,5,1,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,1,NA,NA,16,18,23,26,21,24,15,8,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weird questions","no","usa","usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
