"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
3581,"T2","interview","eng","2019-12-11 13:20:57",82,91,2,101,1,101,1,"GED","IGK","swapped",1,1,1408,792,780,"AC1930",3,207,2,3,2,2,3,2,2,3,2,2,3,171,"2019-12-11 13:27:07",1,0,45,45,1,84,2,88,2,75,2,85,1,79,8,3,2,2,3,1,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,9,5,8,NA,8,6,4,8,44,"TEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEST",NA,NA,NA,NA,1,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,NA,NA,NA,NA,NA,NA,0
3585,"T2","interview","eng","2019-12-11 13:37:22",85,95,1,96,2,75,1,"EGD","GKI","normal",1,1,1408,792,780,"AC1930",2,4,2,2,2,2,3,3,2,2,2,1,3,117,"2019-12-11 13:39:19",1,0,45,45,2,64,2,64,2,84,2,87,1,75,3,2,2,2,3,6,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,6,6,10,NA,8,5,5,NA,NA,"TEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEST",NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,NA,NA,NA,NA,NA,NA,0
4794,"T2","interview","eng","2019-12-19 03:28:36",NA,NA,NA,NA,NA,NA,NA,"DEG","IGK","swapped",1,1,1440,900,780,"AC1930",195,109,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,"2019-12-19 03:35:24",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,NA,NA,NA,NA,NA,NA,NA
4795,"T2","interview","eng","2019-12-19 03:35:40",85,16,2,77,2,82,2,"GED","KGI","swapped",1,1,1440,900,780,"AC1930",6,5,3,63,3,4,5,3,14,10,2,16,5,493,"2019-12-19 03:43:54",1,0,45,45,2,81,2,84,2,72,1,79,1,74,3,7,4,3,7,2,53,8,3,5,3,4,2,2,8,8,7,7,2,2,8,7,3,7,1,1,1,1,1,1,2,1,1,1,1,16,1,NA,NA,NA,NA,5,119,36,24,NA,26,25,12,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"- ","- ","new zealand","new zealand",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,NA,NA,NA,NA,NA,NA,0
4813,"T2","interview","eng","2019-12-19 12:31:27",100,75,2,79,2,87,1,"GED","IGK","normal",1,1,1408,792,780,"AC1930",3,4,2,2,3,3,6,3,3,2,2,2,2,118,"2019-12-19 12:33:25",1,0,45,45,2,77,2,89,2,70,2,63,2,97,3,2,2,2,3,1,2,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,7,7,10,NA,10,6,6,NA,NA,"TEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEST","TEST","TEST",NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,NA,NA,NA,NA,NA,NA,0
4834,"T2","interview","eng","2019-12-20 00:28:07",9,58,1,101,2,4,2,"DEG","GKI","swapped",1,1,1440,900,780,"AC1930",178,17,6,81,35,9,19,9,16,26,5,39,13,842,"2019-12-20 00:42:09",1,0,45,45,1,51,2,27,1,95,2,95,1,50,8,7,6,14,14,3,45,8,7,6,6,7,1,4,4,6,9,9,3,7,5,3,5,9,2,1,1,1,1,1,2,1,1,1,1,16,1,NA,NA,NA,NA,6,25,16,43,NA,81,21,46,NA,NA,"-","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to see how culture affects language processing ","interesting","never","indonesia","indonesia",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,"G","I","K",NA,NA,NA,NA,NA,NA,NA,NA,1
4835,"T2","interview","eng","2019-12-20 00:43:23",14,5,2,97,2,101,2,"GDE","KGI","normal",1,1,1440,900,780,"AC1930",255,13,5,45,19,10,11,5,7,7,13,56,8,451,"2019-12-20 00:54:53",1,0,45,45,1,83,1,82,2,17,1,74,1,78,5,7,3,6,4,2,34,8,3,6,3,11,2,3,4,8,6,9,2,3,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,17,1,NA,NA,NA,NA,6,27,24,25,NA,6,25,21,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand","India",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"G","K","I",NA,NA,NA,NA,NA,NA,NA,NA,1
4841,"T2","interview","eng","2019-12-20 04:17:31",40,65,1,101,1,57,1,"DGE","KIG","swapped",1,1,1440,900,780,"AC1930",143,10,3,53,26,7,19,9,13,15,4,22,8,685,"2019-12-20 04:30:44",1,0,45,45,1,101,1,59,2,1,2,75,2,31,4,8,5,10,14,3,20,11,4,11,5,11,2,6,9,8,5,9,2,3,9,5,5,9,1,1,1,1,1,1,1,1,1,1,2,17,1,NA,NA,NA,NA,9,18,23,38,NA,66,48,120,NA,NA,"-","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To assess whether I believe the character is aware of their environment","no complaints","no i have not","New Zealand","United Kingdom",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black British/Caribbean descent",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,NA,NA,NA,NA,NA,NA,1
4842,"T2","interview","eng","2019-12-20 04:33:30",67,1,1,101,1,101,2,"DGE","KIG","normal",1,1,1440,900,780,"AC1930",3079,38,5,50,12,4,8,37,9,16,3,61,8,679,"2019-12-20 05:35:52",1,0,45,45,1,87,1,13,2,1,2,89,2,75,4,7,3,13,8,3,18,5,4,8,4,5,2,1,7,9,2,5,2,7,4,2,3,3,1,1,1,1,1,1,2,1,1,1,1,16,1,NA,NA,NA,NA,6,23,17,39,NA,130,70,15,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To gage the response and interpretation of different languages in storytelling","They were interesting","No","New Zealand","New Zealand",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,NA,NA,NA,NA,NA,NA,1
6161,"T2","interview","eng","2019-12-25 16:04:43",90,78,1,91,1,93,1,"DGE","KGI","normal",1,1,1184,666,780,"AC1930",2,5,1,2,3,3,2,3,2,2,2,2,3,107,"2019-12-25 16:06:30",1,0,46,46,1,94,1,95,1,86,1,87,1,97,2,3,3,2,3,1,2,2,3,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,6,5,8,NA,8,7,NA,5,NA,"TEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"TEST","TEST","TEST",NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,NA,NA,NA,NA,NA,NA,0
